Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Kopp 2008,2008,0.0,0.3347157481126815,0.0,0.0,14,50,0.0,0.0,12,44,0.0,0.11203463203463204,2.552584,1.026667,0.532744,1.978518,,Some concerns,<p>Blocks of 4 according to a computerised randomisation list. Computer randomised and blinded. Allocation concealment was not described.</p><p>No significant differences at baseline between groups in family history of atopy.</p>,Some concerns,"<p>Placebo used (microcrystalline cellulose). LGG and placebo capsules were made identical in appearance, taste, smell and packing. The physicians who conducted the physical examinations and diagnoses of atopic disease were unaware of the contents of the capsules until the end of the study.</p><p>Per-protocol analysis.</p>",Some concerns,<p>11/105 (10.5%) withdrew from the study during the follow-up or were excluded from the analysis because of major protocol violation. No details for the reason of drop-out were detailed.&nbsp;</p>,Low risk,<p>The primary end point was the manifestation of an atopic disease at the age of 2 years. Specific definitions for allergy reported. Primary outcomes were measured by validated and appropriate methods.&nbsp;</p>,Some concerns,<p>No pre-specified analysis plan. UKF00505.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Lau 2012,2012,0.0,0.12960846697773462,0.0,0.0,84,303,0.0,0.0,87,303,0.0,0.016798354712318525,12.742053,0.965517,0.748923,1.244752,,Some concerns,"<p>Study randomisation was assigned by simple randomisation done centrally at SymbioPharm. Every participant was given a randomisation number in ascending order according to the date of appearance at the study site.</p><p>Well-balanced groups, similar baseline characteristics.</p><p>Quote: ""Allocation concealment was provided"". Details of allocation concealment were not specified.</p>",Low risk,"<p>Placebo used. Participants were blinded. Bottles were filled in fully randomised order, and blinding was complete for the study personnel. Unblinding was performed in November 2010.</p>",High risk,"<p>Lost to follow-up: 119/606 (20%). Discontinued due to adverse events n = 24 but no details of whether adverse events were related to study outcomes or not, failure to return during intervention phase n = 8, at parent's request during intervention phase n = 48. 39 participants lost to follow-up during follow-up phase.</p><p>526/606 (13% loss to follow-up) participants completed the study to 7 months of age. 487/606 participants completed the study to 3 years of age.</p>",Low risk,<p>Specific definitions for outcomes described as part of the diagnostic criteria. Primary outcomes were measured with validated and appropriate methods.&nbsp;</p>,Some concerns,<p>No description of pre-specified analysis. ISRCTN60475069.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Niers 2009,2009,0.0,0.1628088879844525,0.0,0.0,27,50,0.0,0.0,33,48,0.0,0.026506734006734003,9.05666,0.785455,0.570871,1.080698,,Some concerns,<p>Block randomisation with a block size of 10 was used. Method of sequence generation not reported. Statistically significant imbalance between groups in frequency of pets at home.</p><p>Study investigators ensured that randomisation was successful with placebo and intervention groups being equal with respect to potential risk factors and confounders. Allocation concealment method not described. 54/156 excluded after randomisation as met exclusion criteria.</p>,Low risk,"<p>Placebo consisted of the carrier of the probiotic bacteria mixture - rice starch and maltodextrin. Both supplements were dispensed as a stable powder in identical individually packed sachets containing 3 g of material.</p><p>Double Blind (Participant, Caregiver, Investigator, Outcomes Assessor).</p>",Some concerns,"<p>58/156 (37%) post-randomisation losses - 54 exclusion criteria, 21 parental requests, 8 (all control group) excluded due to non-compliance. Completed study at 2 years: probiotic group 50/78 (64%); placebo group 48/78 (62%). 83 participants of the former P and A study participated in the follow-up study at the age of 6 years: probiotic group 39, placebo group 44. High drop-out right, although described to not be related to study intervention.</p>",Low risk,"<p>Primary outcomes: Incidence and severity of atopic disease at the age of 2 years. Incidence and prevalence of eczema at 2 years. Specific definitions for allergic disease or food hypersensitivity, or both, reported. Not all infants with parental reported eczema examined by physician.</p>",Some concerns,<p>No prespecified analysis plan. NCT00200954.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Ortiz-Andrellucchi 2008,2008,0.0,0.34015113137160136,0.0,0.0,11,51,0.0,0.0,14,37,0.0,0.11570279217338042,2.476312,0.570028,0.292657,1.110282,,Low risk,"<p>Computer generated randomisation sequence in 4 strata: primiparous age 18 – 24 years, primiparous age 25 – 40 years, multiparous age 18 – 24 years or multiparous age 25 – 40 years.</p><p>Baseline characteristics were similar between groups.<br>Randomisation procedure after birth conducted by external collaborator. All the participants identified with an alphanumeric code.</p>",Low risk,<p>Placebo was same product used for the intervention group but subjected to a beta radiation process. The dose of the radiation was 4·5 kGy.</p><p>Investigators did not have access to the allocation sequence until the database was closed.</p>,Some concerns,<p>Losses to follow-up: 16/104 (15%). Lost to follow-up prior to completion of study n = 11; 2 in control group and 3 in intervention group were for reasons of lack of adherence. Reason for drop out for other participants were not described.</p>,Low risk,"<p>Unclear if allergy outcome definitions prespecified. The outcomes were measured using standard, validated techniques such as flow cytometry and ELISA.</p>",Some concerns,<p>No pre-specified analysis plan. No clinical trial registry number was found.</p>,Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Plummer 2020,2020,0.0,0.1995610414241128,0.0,0.0,35,118,0.0,0.0,37,137,0.0,0.03982460925427646,6.484028,1.098259,0.742742,1.623946,,Low risk,"<p>Randomisation was achieved using a variable block design constructed by the Clinical Epidemiology and Biostatistics Unit (CEBU) at the Murdoch Children's Research Institute, who are independent of the study investigators. Each block contains equal numbers of placebo and active allocation. Randomisation is stratified by unit. Each of the participating neonatal units is able to access the next sequentially numbered probiotic or placebo immediately after randomisation.</p><p>Demographic variables and possible risk factors for allergy were similar between groups. Larger proportion of infants randomised to placebo were born &lt; 28 weeks' gestation compared with probiotic group (47% compared with 35%), the median gestational age of infants was reported to be similar in both groups.</p><p>Block design sequentially numbered randomisation with equal numbers of placebo and active allocations. Each infant is assigned a unique code following randomisation.</p>",Low risk,"<p>All doctors, nurses, research assistants, laboratory staff and parents are blind to the randomised allocation. The probiotic and placebo powders are identically packaged by The Royal Women's Hospital Pharmacy Department, which holds the randomisation code.</p><p>The key is held by the Chief Pharmacist at The Royal Women's Hospital and the trial statistician, both of whom are independent of the investigators and not involved in outcome assessment.</p>",Some concerns,"<p>Loss to follow up: 683 Victorian participants of the parent ProPrems study (n = 1099). 230/683 excluded, n = 168 declined consent at primary hospitalisation, n = 43 infant died by time of follow up, n = 9 did not receive allocated intervention, n = 7 family not approached for follow up, n = 3 parents withdrew consent. 453 participants were eligible to be approached for follow-up visit. 165/453 excluded. n = 43 uncontactable, n = 122 declined consent at follow-up. 288/453 eligible participants recruited to the substudy (40% loss to follow up), 7/288 excluded due to not completing any study procedures. Probiotic group 127, placebo group 154. High number of drop out, although not described to be related to study intervention.&nbsp;</p><p>The sub-study infants are only a representative of the parent study cohort. A larger proportion of sub-study participants had parent-reported family history of allergic disease compared with the infants who did not participate in the sub-study.</p>",Low risk,<p>Predefined definitions of eczema and allergic disease. Questionnaire has been adapted from the Probiotic Eczema Prevention Study (Boyle 2008).</p>,Low risk,"<p>Pre-specified analyses provided, although no specification of whether there were any deviations from the planned analysis. ANZCTR 12607000144415.</p>",Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Rautava 2006,2006,0.0,0.5645794895318107,0.0,0.0,4,32,0.0,0.0,8,40,0.0,0.31875,0.933054,0.625,0.206685,1.889953,,Low risk,<p>Block randomisation with individual codes. Random allocation was generated independently from the investigators by the manufacturer of the capsules.</p><p>Assessed for eligibility then randomised. Random allocation was generated by independent personnel - allocation was concealed from participants and researchers.</p>,Low risk,<p>Placebo (microcrystalline cellulose).</p><p>All investigations were performed double-blind; the code was opened after all the infants had completed the study and data had been edited.</p>,Low risk,"<p>Losses to follow up: 9/81 (11%). Excluded infants discontinuing treatment. Probiotic group n = 6 loss to follow up - 2 discontinued due to gastrointestinal complaints, 1 for arduousness of study, 1 found formula inconvenient and 2 lost to follow up; placebo group n = 3 lost contact - 1 discontinued due to gastrointestinal complaints, 1 because of arduousness of study and 1 lost contact. Drop outs were not described to be due to study intervention.&nbsp;</p>",Low risk,<p>Allergy outcomes not reported to be prespecified. Primary outcomes including IgA secreting cells and serum levels were measured using appropriate validated clinical methods.</p>,Some concerns,<p>No pre-specified analysis plan. No clinical trial registry number found.</p>,Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Savino 2010,2010,0.0,1.6070938313460676,0.0,0.0,0,25,0.0,0.0,1,21,0.0,2.582750582750583,0.117382,0.282051,0.012088,6.580954,,Low risk,<p>Computer generated randomisation list created by an independent statistician.</p><p>Baseline difference (placebo compared with probiotic group) in caesarean delivery rate 25%; compared with 52%; potentially clinically significant although not statistically significant.</p><p>Used 2-treatment randomisation scheme with random block of varying size. Paediatrician allocated the next available product on entry into the trial. Allocations were concealed in sealed envelopes for each site.</p>,Low risk,"<p>Bottles were coded and blinded by the study statistician for both the participants and for the physicians, and the code was revealed to the investigators once recruitment, data collection, and all laboratory and statistical analyses were complete.</p><p>Follow-up visits performed by the same paediatrician.</p><p>Parental interviews, with the aid of a study diary, was used to assess adverse events', such as illness.</p><p>Faecal samples collected directly from sample or anus and samples (blinded) were stored (refrigerated) until analysed.</p>",Low risk,"<p>Loss to follow-up: 4/50 (8%). 0/25 treatment and 4/25 controls excluded post-randomisation - 2 controls excluded due to adverse events (hay fever, gastrointestinal symptoms), 2 excluded due to failure of completing the diary. Cause of missing data were similar across both groups.</p>",Low risk,<p>Primary outcomes measured using parental questionnaires and secondary outcomes measured through appropriate validated methods.</p>,Low risk,"<p>Pre-specified analysis plan, no deviation from pre-specified analysis plan described. NCT00893711.</p>",Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Soh 2009,2009,0.0,0.23246804389296338,0.0,0.0,27,124,0.0,0.0,30,121,0.0,0.05404139143142075,4.975342,0.878226,0.556838,1.385107,,Some concerns,<p>Sequential computerised randomisation in blocks of 6. Allocation concealment was not specified.&nbsp;</p><p>Well balanced groups after randomisation. No significant differences in the baseline demographics and family history of allergic disease between the participants who completed follow-up and those who were lost to follow-up. Participants in the probiotic group and placebo group that completed the 5 year follow-up did not differ significantly in environmental factors.</p><p>Allocation concealment not specified.&nbsp;</p><p>A large number of participants (208/266) continued to consume probiotics of their own accord in the form of milk formula/food/supplements with probiotics. The investigators noted that this was statistically associated with a reduced incidence of asthma and allergic rhinitis at the age of 5 years.</p>,Low risk,"<p>The formula feeds (test and control) tasted and appeared identical.<br>Mothers (caregivers), doctors, nurses and statisticians involved in the trial were blinded to milk formula allocation.</p>",Low risk,"<p>8/253 withdrew before follow-up. 10 participants dropped out (probiotic group = 2, placebo group = 8). Analysed at 1 year: probiotic group n = 124, placebo group n = 121). Loss to follow-up: 18/253 (7%). 220/253 (87%) participants completed follow-up until 5 years. Low drop out at 1 year follow up and unrelated to study intervention.</p>",Low risk,<p>Primary clinical outcome measure was the incidence of eczema in 1st year; secondary outcome measure allergen sensitisation. Specific definitions for allergy reported.</p>,Some concerns,"<p>Pre-specified analysis plan was not found for follow up at 1yr. Pre-specified analysis plan available for follow up at 5 and 7 years, although no indication of whether there was any deviation from pre-specified plan. NCT00318695, NCT00365469, NCT00826189.</p>",Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Taylor 2006,2006,0.0,0.18129993089454552,0.0,0.0,38,88,0.0,0.0,34,87,0.0,0.03286966494236698,7.61343,1.104947,0.774495,1.576391,,Some concerns,"<p>Computerised randomisation schedule with allocation and dispensing by pharmacy. Groups were stratified and block-randomised according to maternal allergy (asthma compared with other allergies); parity (first child compared with 2 or more children); and paternal allergy (allergy compared with no allergy).</p><p>Recruitment before randomisation. Allocation completed by external personnel, independent from the investigators. Significant differences were seen with birth length (P = 0.013) and birth head circumference (P = 0.023) between the 2 groups as analysed. Other baseline characteristics between groups were balanced with no significant differences reported.</p>",Low risk,"<p>Placebo supplements were image-matched, and participants, research scientists, and paediatrician remained blinded for the duration of the study. Randomisation and allocation of supplements occurred at a separate area from participant recruitment. Supplements were dispensed to participants by persons independent from the allocation process.</p>",Low risk,"<p>Losses to follow up: 8/226 withdrew prior to receiving allocation. 40/226 discontinued intervention: 2 due to non-compliance/found study too demanding, 4 due to colic or apparent abdominal discomfort in the baby, 2 due to postnatal depression, 4 due to unrelated infant health problems, 2 due to infant refusing to take supplement. 178/226 analysed at 6 and 12 months (probiotic group n = 89, placebo group n = 89) with 48/226 (21%) loss to follow-up/discontinued at 12 months. Additional control infant not reported for atopic eczema. 153/226 analysed at 2.5-year assessment with 73/226 (32%) loss to follow-up at 2.5 years. 123/226 analysed at 5-year assessment (probiotic group n = 66, placebo group n = 57) with 103/226 (45%) loss to follow-up.&nbsp;</p><p>Dropout rate was similar across both groups and no indication that missing data was related to health outcomes.</p>",Low risk,"<p>Primary outcome atopic dermatitis and food allergy at 6 and 12 months and evidence of allergen sensitisation at 12 months age. Children were clinically evaluated at 5 years of age, including a detailed history, allergy skin prick testing and physical examinations. Specific definitions for allergy reported. Clinical outcomes were evaluated by the same paediatrician at 5 years of age as at the earlier visits (Prof SL Prescott).</p>",Some concerns,<p>No pre-specified analysis plan found. No clinical trial registry number found.</p>,Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Vlieger 2009,2009,0.0,0.43835044140621054,0.0,0.0,10,41,0.0,0.0,7,38,0.0,0.19215110948101963,1.526012,1.324042,0.56076,3.126268,,Some concerns,"<p>Computerised random-number generator. Allocation concealment and sequence not reported.</p><p>Baseline characteristics, including birth weight, gestational age, and mode of delivery, were similar between the probiotic and control groups. Fewer infants were born by caesarean section in the probiotic group.</p>",Low risk,"<p>Both formulas had similar taste, smell and colour. Diaries and growth charts were analysed by authors who were all blinded to the treatment arm.&nbsp;</p><p>Compliance was monitored and no major deviations from the protocol were reported.</p>",Low risk,"<p>159 mothers enrolled. 133 infants allocated to treatment. 7/133 (5%) at 3 months; 33/133 (25%) at 6 months. Unclear timing of exclusions in relation to randomisation. Reasons for drop out include colic, regurgitation, constipation and practical regions. Reasons for drop out and incidence of adverse events were similar in both groups.</p><p>Dropout were not related to health outcomes related to the intervention.</p>",Low risk,"<p>Recorded adverse events; primary outcomes were pre-specified and analyses followed a planned approach.</p><p>Parental-reported episodes of upper respiratory tract infections and gastrointestinal tract infections, number of antibiotics and general practitioner visits were recorded by parents.</p>",Some concerns,<p>No pre-specified analysis plan was available. ISRCTN78225533.</p>,Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,West 2008,2008,0.0,0.3746247125860151,0.0,0.0,9,84,0.0,0.0,19,87,0.0,0.1403436752801544,2.062356,0.490602,0.235422,1.022374,,Some concerns,<p>Reported to be randomised but method not reported. Written and oral information was provided before enrolment and written consent was signed by parents. Allocation concealment is not described.</p><p>Well balanced groups after randomisation.</p>,Low risk,<p>Placebo used. Cereals supplemented with LF19 or the same cereals without LF19. Parents and investigators were blinded as to which carton contained LF19 until laboratory analyses were completed.</p>,Low risk,"<p>Losses to follow up: 9/179 (5%) at 13 month follow-up. Probiotic group n = 89, placebo group n = 90. 121 completed follow-up at 8 - 9 years of age, loss to follow-up: 50/179 (30%). 8 - 9 year follow-up: probiotic group n = 59, placebo group n = 62.</p><p>Low risk at 13 month follow-up.&nbsp;</p>",Low risk,<p>Primary outcome measure was the cumulative incidence of eczema at 13 months. Specific definitions for allergy reported.</p>,Some concerns,<p>No pre-specified analysis plan found. NCT00894816.</p>,Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
1,2,Eczema by 2 years of age,,,SUBGROUP_AND_OVERALL,Wickens 2008,2008,0.0,0.17853706924363943,0.0,0.0,59,315,0.0,0.0,41,159,0.0,0.031875485094108105,7.807835,0.726365,0.511898,1.030685,,Low risk,"<p>Performed by clinical trials pharmacist, stratified by study centre and performed in blocks of 15 according to a computer-generated randomisation list.</p><p>Well-balanced after randomisation. Differences in participation rates at 11 years by outcomes at 6 years were not significant between study groups.</p><p>At enrollment assigned to next sequential study number. Allocation of supplements were performed by external personnel not associated with participants.</p>",Low risk,"<p>All study nurses and participants were blind to treatment assignment for the duration of the study. To evaluate the efficacy of the blinding, the final questionnaire asked participants to indicate whether they believed they were in a probiotic or placebo group.</p>",Low risk,"<p>Losses to follow up: 66/512 (13%). Loss to follow-up prebirth n = 7, not meeting birth criteria n = 31, lost to follow-up n = 28. 35 discontinuation of intervention. 422/512 participants responded to the 6 year follow up (loss to follow up: 90/512 (18%)); L. rhamnosus group n = 134, B. lactis group n = 144, placebo group n = 144. 342/512 participants completed questionnaire at 11 year follow up (loss to follow up: 170/512 (33%); L. rhamnosus group n = 109, B. lactis group n = 118, placebo group n = 115.</p><p>Loss to follow-up and drop out were due to sickness in mother, infant, time management, relocation, unable to be contacted, opposed capsules or declined contact. Reasons were not related to health outcomes measured.</p>",Low risk,"<p>Primary outcome cumulative prevalence of eczema by 2 years. Specific definitions for eczema and allergic disease reported.</p><p>The research staff were trained in determining eczema by using an internationally recognised training manual for defining atopic eczema (SCORAD). This occurred for all participants regardless of whether they had been diagnosed with eczema. Allergy testing was performed by the study nurse, using a panel of allergens shown to detect 90% of atopic children at 15 months.</p>",Low risk,<p>Pre-specified analysis plan provided. ACTRN12607000518460.</p>,Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
